#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-18T16:18:34 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-18T16:18:34	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=II/246&-c=&-c.rs=5&limit=5000&-out=2MASS,RAJ2000,DEJ2000,Kmag	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	MaxTuples=50000	

#RESOURCE=yCat_2246
#Name: II/246
#Title: 2MASS All-Sky Catalog of Point Sources (Cutri+ 2003)
#INFO	ivoid=ivo://cds.vizier/ii/246	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/ii/246	    IVOID of underlying data collection
#INFO	creator=Cutri R.M.	    First author or institution
#INFO	cites=bibcode:2003yCat.2246....0C	    Bibcode of the dataset
#INFO	journal=yCat	    Journal name
#INFO	original_date=2003	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/II/246	    Dataset landing page
#INFO	publication_date=2025-03-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	II_246_out:
#Name: II/246/out
#Title: 2MASS Point Source Catalogue, output (on a total of 470,992,970 sources)
#Column	2MASS	(a17)	(designation) Source designation (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	(ra) Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	(dec) Declination (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	Kmag	(F6.3)	?(k_m) K selected default magnitude (2)	[ucd=phot.mag;em.IR.K]
2MASS	RAJ2000	DEJ2000	Kmag
03061309+0338274 	046.554545	+03.640961	14.346
03060763+0338325 	046.531796	+03.642370	15.664
03061792+0339326 	046.574686	+03.659058	11.949
03060665+0339592 	046.527738	+03.666453	12.931
03061202+0340082 	046.550089	+03.668964	15.467
03060648+0340237 	046.527036	+03.673261	15.949
03060728+0340442 	046.530337	+03.678961	12.983
03062031+0340070 	046.584630	+03.668622	15.517
03061892+0340131 	046.578861	+03.670314	15.260
03061890+0341075 	046.578768	+03.685442	15.332
03061715+0341319 	046.571492	+03.692219	14.551
03061150+0341255 	046.547936	+03.690419	16.143
03062046+0342422 	046.585251	+03.711744	14.977
03070262+0335112 	046.760931	+03.586449	14.174
03070212+0336416 	046.758839	+03.611579	12.760
03070979+0337017 	046.790793	+03.617153	13.735
03070533+0338246 	046.772235	+03.640171	14.434
03071956+0339347 	046.831501	+03.659653	14.923
03070323+0339237 	046.763483	+03.656607	15.250
03070663+0339431 	046.777626	+03.661985	15.312
03071393+0340544 	046.808064	+03.681792	14.123
03071125+0340243 	046.796899	+03.673428	13.645
03071275+0341229 	046.803146	+03.689712	15.257
03071262+0341376 	046.802614	+03.693798	15.125
03065904+0339417 	046.746015	+03.661598	15.739
03065115+0339537 	046.713144	+03.664941	14.680
03065244+0340036 	046.718527	+03.667671	15.193
03064941+0340042 	046.705911	+03.667846	14.762
03070549+0340455 	046.772904	+03.679316	15.538
03070083+0340362 	046.753472	+03.676726	15.702
03065953+0340348 	046.748071	+03.676351	16.120
03070113+0340516 	046.754730	+03.681004	14.664
03070135+0340518 	046.755634	+03.681070	14.679
03070038+0341117 	046.751617	+03.686609	16.126
03071124+0341324 	046.796860	+03.692342	14.538
03070484+0341433 	046.770173	+03.695374	14.745
03070025+0342016 	046.751074	+03.700451	12.721
03065522+0341476 	046.730110	+03.696566	15.055
03072782+0340498 	046.865917	+03.680513	12.158
03071993+0341359 	046.833078	+03.693328	14.443
03071604+0341285 	046.816858	+03.691257	15.631
03071883+0342134 	046.828462	+03.703730	15.587
03072388+0342306 	046.849500	+03.708519	14.239
03072264+0342401 	046.844347	+03.711146	16.167
03073502+0342350 	046.895946	+03.709740	15.552
03074027+0344066 	046.917794	+03.735185	14.732
03074193+0344231 	046.924734	+03.739754	13.277
03072907+0343529 	046.871162	+03.731380	15.129
03072968+0344513 	046.873700	+03.747610	10.765
03072941+0345131 	046.872550	+03.753644	13.763
03070827+0342411 	046.784478	+03.711444	14.696
03071743+0345007 	046.822652	+03.750204	15.637
03070345+0343579 	046.764409	+03.732760	15.704
03072461+0344568 	046.852549	+03.749125	15.389
03072215+0345245 	046.842293	+03.756815	15.609
03072734+0345190 	046.863917	+03.755285	15.457
03072492+0345518 	046.853873	+03.764398	16.744
03072618+0346035 	046.859092	+03.767665	14.252
03071960+0345560 	046.831683	+03.765567	15.883
03071569+0346389 	046.815403	+03.777473	15.584
03072121+0346569 	046.838382	+03.782484	14.432
03072150+0346585 	046.839621	+03.782937	13.833
03072466+0347153 	046.852754	+03.787611	12.868
03064386+0340318 	046.682790	+03.675509	12.124
03064074+0341246 	046.669772	+03.690190	14.897
03065055+0341498 	046.710638	+03.697168	17.048
03064987+0342011 	046.707829	+03.700310	12.946
03063412+0340558 	046.642201	+03.682178	14.823
03064038+0341455 	046.668288	+03.695987	14.173
03065299+0342118 	046.720795	+03.703302	15.720
03065485+0342305 	046.728583	+03.708497	15.613
03064854+0342470 	046.702286	+03.713067	14.564
03065756+0343362 	046.739845	+03.726731	15.174
03065487+0343465 	046.728634	+03.729588	15.345
03065530+0343576 	046.730427	+03.732689	14.505
03065640+0344072 	046.735009	+03.735356	15.324
03064876+0343311 	046.703188	+03.725323	11.966
03065208+0344328 	046.717027	+03.742463	15.216
03064915+0345019 	046.704797	+03.750529	13.150
03064768+0344576 	046.698676	+03.749353	13.507
03063021+0341549 	046.625914	+03.698602	15.470
03062916+0342116 	046.621505	+03.703235	15.246
03063465+0342567 	046.644396	+03.715756	15.055
03063121+0343429 	046.630062	+03.728588	14.152
03063827+0343545 	046.659460	+03.731815	15.443
03064032+0343579 	046.668006	+03.732754	14.972
03063515+0344516 	046.646474	+03.747667	15.724
03062744+0344080 	046.614368	+03.735576	15.750
03062162+0343528 	046.590114	+03.731359	15.601
03063032+0344073 	046.626374	+03.735382	 9.665
03063217+0344295 	046.634078	+03.741533	15.696
03062819+0344340 	046.617490	+03.742796	15.012
03064091+0344512 	046.670472	+03.747557	13.904
03064421+0344458 	046.684226	+03.746081	13.795
03064084+0345361 	046.670168	+03.760032	16.330
03063685+0345524 	046.653574	+03.764556	16.650
03063147+0346078 	046.631148	+03.768844	15.267
03063434+0346373 	046.643093	+03.777036	14.993
03064119+0346296 	046.671643	+03.774895	15.919
03064151+0347118 	046.672996	+03.786629	14.299
03063655+0347108 	046.652326	+03.786340	14.562
03070316+0345014 	046.763208	+03.750415	13.938
03070493+0345249 	046.770552	+03.756918	16.048
03070485+0347486 	046.770211	+03.796857	13.940
03070276+0348021 	046.761519	+03.800596	13.899
03071562+0347297 	046.815103	+03.791601	11.426
03071074+0347171 	046.794774	+03.788100	15.378
03071677+0348119 	046.819914	+03.803315	16.356
03070444+0348508 	046.768500	+03.814113	15.716
03071180+0349292 	046.799206	+03.824795	15.075
03071062+0349536 	046.794284	+03.831567	11.378
03065391+0347184 	046.724640	+03.788463	14.328
03064847+0347400 	046.701962	+03.794467	16.012
03065326+0348156 	046.721957	+03.804349	14.440
03064885+0348551 	046.703581	+03.815323	15.128
03064289+0348517 	046.678739	+03.814365	14.101
03065420+0349111 	046.725845	+03.819775	15.076
03065246+0349390 	046.718589	+03.827502	14.254
03064964+0349144 	046.706855	+03.820671	15.321
03065036+0349583 	046.709843	+03.832879	14.312
03070342+0349285 	046.764276	+03.824585	13.141
03070055+0350010 	046.752307	+03.833620	16.007
03065940+0350475 	046.747509	+03.846539	13.175
03065558+0351013 	046.731606	+03.850369	14.916
03070592+0351586 	046.774704	+03.866294	15.729
03070022+0351286 	046.750958	+03.857967	16.134
03065952+0351499 	046.748015	+03.863873	15.317
03070027+0351598 	046.751141	+03.866631	15.951
03070227+0352064 	046.759494	+03.868465	14.644
03083366+0337399 	047.140283	+03.627766	14.914
03083204+0337383 	047.133514	+03.627313	15.514
03082218+0336235 	047.092420	+03.606548	15.782
03083547+0337436 	047.147820	+03.628791	13.783
03084044+0338035 	047.168534	+03.634325	15.348
03083917+0338141 	047.163234	+03.637258	14.942
03083295+0338314 	047.137315	+03.642057	15.222
03083198+0338312 	047.133285	+03.642004	15.756
03083022+0339466 	047.125944	+03.662968	14.368
03084003+0340244 	047.166802	+03.673472	15.541
03081622+0338111 	047.067623	+03.636422	15.572
03081230+0338277 	047.051276	+03.641028	14.279
03081312+0338455 	047.054706	+03.645981	14.251
03082114+0339266 	047.088087	+03.657408	15.124
03081840+0339329 	047.076669	+03.659145	12.992
03080715+0339312 	047.029831	+03.658680	14.927
03081150+0340126 	047.047954	+03.670181	15.852
03081609+0340140 	047.067064	+03.670580	15.348
03081374+0341140 	047.057274	+03.687242	15.307
03082689+0340054 	047.112051	+03.668186	15.604
03082189+0340408 	047.091227	+03.678014	11.755
03082767+0340591 	047.115320	+03.683098	15.824
03083209+0341446 	047.133735	+03.695738	15.649
03083329+0341504 	047.138746	+03.697349	15.227
03082967+0341355 	047.123653	+03.693215	16.251
03083188+0342341 	047.132849	+03.709474	12.943
03081851+0341306 	047.077132	+03.691843	15.573
03081850+0341472 	047.077107	+03.696457	14.018
03082659+0342371 	047.110817	+03.710311	16.303
03082783+0343285 	047.115999	+03.724606	15.154
03084540+0339593 	047.189189	+03.666496	15.875
03084460+0340194 	047.185834	+03.672058	15.696
03085407+0341081 	047.225318	+03.685593	12.468
03085281+0341531 	047.220061	+03.698089	13.787
03084539+0341218 	047.189128	+03.689396	17.266
03084658+0342072 	047.194121	+03.702003	15.402
03085205+0342471 	047.216894	+03.713092	15.720
03084733+0343549 	047.197247	+03.731917	14.008
03090034+0342426 	047.251454	+03.711846	15.654
03085973+0343013 	047.248890	+03.717037	15.640
03085674+0342393 	047.236421	+03.710941	13.866
03090493+0344389 	047.270552	+03.744140	15.519
03085447+0343442 	047.226979	+03.728960	17.125
03085878+0344203 	047.244957	+03.738989	11.682
03085914+0345021 	047.246451	+03.750604	15.275
03083691+0343284 	047.153792	+03.724574	14.847
03084030+0344178 	047.167927	+03.738283	13.909
03082901+0344248 	047.120877	+03.740234	15.543
03083178+0344062 	047.132450	+03.735063	15.012
03083908+0345095 	047.162852	+03.752658	15.664
03084701+0345079 	047.195883	+03.752217	15.317
03085192+0345461 	047.216338	+03.762833	14.462
03084748+0346130 	047.197864	+03.770295	15.883
03084219+0345533 	047.175816	+03.764808	14.390
03085003+0347232 	047.208487	+03.789780	14.861
03084562+0347188 	047.190122	+03.788577	15.484
03084589+0347236 	047.191236	+03.789914	14.132
03080665+0340075 	047.027732	+03.668772	13.254
03080704+0340524 	047.029338	+03.681225	13.107
03080352+0341141 	047.014703	+03.687250	11.164
03080002+0340483 	047.000093	+03.680091	15.858
03080363+0342061 	047.015140	+03.701705	13.301
03080339+0342267 	047.014132	+03.707433	15.646
03080215+0342445 	047.008969	+03.712383	14.873
03080495+0343188 	047.020665	+03.721903	14.927
03081652+0342015 	047.068861	+03.700425	15.374
03081396+0343290 	047.058183	+03.724734	15.920
03081478+0343306 	047.061618	+03.725186	15.184
03082060+0343145 	047.085855	+03.720700	15.578
03081664+0343585 	047.069349	+03.732919	15.767
03081754+0344127 	047.073124	+03.736881	14.972
03081671+0344274 	047.069627	+03.740950	14.835
03075904+0343257 	046.996014	+03.723822	14.542
03075941+0343356 	046.997547	+03.726574	11.789
03075525+0344260 	046.980244	+03.740574	15.327
03075825+0344540 	046.992745	+03.748352	14.941
03075441+0345454 	046.976710	+03.762613	15.486
03081034+0345550 	047.043105	+03.765300	14.425
03080700+0345538 	047.029175	+03.764961	15.096
03081054+0346468 	047.043929	+03.779670	15.623
03080007+0346068 	047.000313	+03.768566	14.236
03080168+0347183 	047.007019	+03.788438	14.301
03080318+0347397 	047.013257	+03.794377	15.772
03082379+0344388 	047.099131	+03.744135	15.075
03082779+0346039 	047.115812	+03.767770	15.917
03083093+0346316 	047.128881	+03.775454	15.375
03083143+0347122 	047.130968	+03.786726	14.978
03081817+0345414 	047.075715	+03.761526	15.934
03081976+0346111 	047.082356	+03.769769	14.975
03081760+0346044 	047.073348	+03.767911	14.152
03082064+0346524 	047.086004	+03.781227	15.645
03082455+0346434 	047.102326	+03.778735	12.624
03083622+0347214 	047.150953	+03.789300	16.049
03083712+0347548 	047.154680	+03.798566	12.612
03083743+0348003 	047.155966	+03.800091	15.807
03083407+0348072 	047.141986	+03.802010	14.238
03083243+0349084 	047.135142	+03.819004	15.827
03083719+0348533 	047.154964	+03.814813	15.868
03083302+0349426 	047.137591	+03.828518	14.928
03083865+0350131 	047.161049	+03.836977	13.617
03081658+0346245 	047.069096	+03.773486	15.645
03081134+0347300 	047.047253	+03.791689	13.884
03081562+0349528 	047.065113	+03.831343	15.553
03081625+0350297 	047.067728	+03.841594	15.679
03082677+0348490 	047.111548	+03.813628	13.549
03082629+0349291 	047.109557	+03.824755	15.297
03083050+0349376 	047.127104	+03.827124	14.525
03083210+0349509 	047.133788	+03.830810	15.570
03082117+0350247 	047.088210	+03.840217	14.769
03082225+0351070 	047.092717	+03.851959	15.744
03082120+0351332 	047.088342	+03.859242	15.496
03082806+0351529 	047.116940	+03.864700	15.815
03090540+0345105 	047.272531	+03.752920	14.581
03090606+0345288 	047.275269	+03.758018	11.754
03085948+0346042 	047.247857	+03.767856	12.871
03090457+0346364 	047.269066	+03.776803	14.104
03090431+0346388 	047.267991	+03.777445	14.105
03090936+0346366 	047.289022	+03.776856	15.420
03090433+0347305 	047.268076	+03.791809	15.961
03091806+0346377 	047.325282	+03.777151	14.410
03092558+0348114 	047.356585	+03.803168	14.747
03092569+0348560 	047.357044	+03.815582	14.964
03091099+0348131 	047.295813	+03.803651	15.806
03091606+0349103 	047.316952	+03.819542	15.789
03092115+0350031 	047.338159	+03.834214	10.860
03091933+0350111 	047.330583	+03.836441	16.542
03085103+0348250 	047.212632	+03.806952	12.856
03085200+0349261 	047.216694	+03.823939	14.342
03090691+0349377 	047.278805	+03.827140	14.314
03091497+0350051 	047.312381	+03.834767	16.083
03090005+0350280 	047.250246	+03.841135	15.378
03090370+0351191 	047.265448	+03.855306	15.453
03090678+0351071 	047.278274	+03.851990	13.385
03091124+0351191 	047.296835	+03.855320	15.759
03090873+0352177 	047.286413	+03.871594	12.678
03092831+0349191 	047.367960	+03.821985	13.434
03092971+0350121 	047.373833	+03.836708	15.087
03093617+0350043 	047.400722	+03.834550	15.303
03093339+0350530 	047.389131	+03.848064	15.387
03093528+0351222 	047.397007	+03.856186	15.537
03092472+0349461 	047.353023	+03.829482	15.881
03093894+0351425 	047.412264	+03.861821	16.035
03094979+0353064 	047.457467	+03.885122	14.815
03094356+0353065 	047.431512	+03.885165	15.599
03093564+0353268 	047.398519	+03.890802	15.410
03093891+0354209 	047.412156	+03.905816	12.830
03091785+0351151 	047.324384	+03.854221	15.738
03092266+0351429 	047.344435	+03.861942	15.285
03091932+0352180 	047.330536	+03.871668	15.497
03091426+0352255 	047.309423	+03.873775	16.956
03091362+0352278 	047.306781	+03.874393	15.753
03091470+0352532 	047.311257	+03.881452	14.869
03091457+0352561 	047.310748	+03.882266	14.603
03091439+0353014 	047.309998	+03.883741	12.771
03091193+0352536 	047.299745	+03.881565	12.839
03091024+0352593 	047.292688	+03.883159	13.978
03091732+0354201 	047.322169	+03.905601	15.331
03093121+0354136 	047.380043	+03.903786	13.056
03092767+0354044 	047.365292	+03.901238	12.931
03092481+0354073 	047.353378	+03.902051	13.814
03092503+0355247 	047.354312	+03.923532	15.449
03085166+0350157 	047.215255	+03.837719	15.541
03084186+0351176 	047.174454	+03.854908	15.232
03083992+0351161 	047.166344	+03.854475	16.738
03084312+0352021 	047.179682	+03.867269	12.845
03084434+0352007 	047.184788	+03.866880	13.640
03090161+0351438 	047.256733	+03.862188	14.653
03090245+0353529 	047.260249	+03.898049	14.708
03085091+0352522 	047.212144	+03.881172	15.657
03085909+0353397 	047.246234	+03.894376	15.519
03090010+0353443 	047.250432	+03.895643	15.113
03090081+0354019 	047.253408	+03.900554	15.616
03085446+0354155 	047.226947	+03.904310	13.783
03085761+0355059 	047.240064	+03.918314	15.389
03083594+0351290 	047.149781	+03.858077	16.016
03083862+0351332 	047.160928	+03.859227	15.982
03084145+0351425 	047.172716	+03.861827	14.946
03083739+0352201 	047.155828	+03.872258	15.111
03084295+0352124 	047.178961	+03.870130	13.830
03084555+0352557 	047.189830	+03.882155	11.771
03084167+0353320 	047.173654	+03.892244	14.542
03084049+0353356 	047.168723	+03.893236	14.764
03083120+0352086 	047.130030	+03.869076	15.784
03082881+0352549 	047.120045	+03.881934	14.187
03083203+0353285 	047.133492	+03.891266	16.886
03083231+0353465 	047.134664	+03.896277	14.598
03083363+0354164 	047.140165	+03.904558	13.315
03083395+0354206 	047.141460	+03.905724	12.549
03084557+0353227 	047.189887	+03.889655	14.318
03085081+0354244 	047.211742	+03.906799	11.466
03084382+0354181 	047.182597	+03.905055	13.241
03084752+0354379 	047.198010	+03.910529	15.488
03085626+0354524 	047.234424	+03.914583	14.043
03085600+0355078 	047.233343	+03.918846	13.045
03085299+0355325 	047.220808	+03.925715	15.101
03083989+0355102 	047.166242	+03.919522	15.031
03090731+0353212 	047.280476	+03.889227	15.063
03090736+0355160 	047.280677	+03.921132	16.071
03092114+0357233 	047.338099	+03.956486	13.775
03091001+0357393 	047.291736	+03.960934	15.318
03091074+0357523 	047.294777	+03.964551	14.659
03091458+0358114 	047.310785	+03.969852	13.596
03092009+0358232 	047.333715	+03.973135	14.167
03091636+0358017 	047.318173	+03.967164	16.468
03085961+0356434 	047.248380	+03.945409	14.543
03090217+0356389 	047.259058	+03.944144	15.608
03090391+0356483 	047.266292	+03.946773	12.248
03090660+0357163 	047.277526	+03.954543	15.570
03090265+0357335 	047.261078	+03.959313	14.836
03090249+0358123 	047.260406	+03.970091	13.516
03085411+0357407 	047.225497	+03.961318	14.775
03084981+0356580 	047.207573	+03.949449	14.714
03085070+0357172 	047.211253	+03.954780	15.410
03090587+0358520 	047.274486	+03.981121	15.881
03091637+0359240 	047.318232	+03.990023	11.954
03091290+0359314 	047.303788	+03.992074	14.758
03091289+0359543 	047.303724	+03.998432	14.548
03091310+0400076 	047.304612	+04.002127	16.009
03090277+0359055 	047.261574	+03.984886	15.191
03085931+0359368 	047.247147	+03.993559	15.020
03090031+0400024 	047.251303	+04.000690	14.665
03090353+0400055 	047.264716	+04.001536	14.321
03090954+0400423 	047.289765	+04.011770	14.855
03074770+0346305 	046.948777	+03.775160	16.579
03075431+0347070 	046.976311	+03.785296	13.951
03075770+0347031 	046.990428	+03.784207	14.324
03075584+0347248 	046.982680	+03.790249	15.808
03075122+0347226 	046.963450	+03.789613	15.051
03075429+0347291 	046.976233	+03.791421	14.829
03075922+0347336 	046.996772	+03.792694	15.267
03080288+0348011 	047.012005	+03.800313	14.167
03075827+0348332 	046.992796	+03.809249	15.641
03080028+0348478 	047.001192	+03.813296	15.539
03074769+0347424 	046.948745	+03.795135	13.992
03075164+0347588 	046.965206	+03.799671	14.110
03075312+0348375 	046.971363	+03.810440	15.457
03073670+0347382 	046.902952	+03.793948	16.038
03073185+0347033 	046.882731	+03.784270	13.714
03073334+0347360 	046.888927	+03.793334	13.411
03073628+0348163 	046.901195	+03.804537	11.324
03073736+0348548 	046.905674	+03.815229	14.278
03072680+0348388 	046.861691	+03.810801	15.428
03072393+0348309 	046.849718	+03.808605	15.882
03073529+0350189 	046.897054	+03.838587	15.279
03074907+0350327 	046.954498	+03.842437	14.720
03075221+0350380 	046.967547	+03.843890	15.749
03074743+0350287 	046.947661	+03.841326	15.737
03074139+0351235 	046.922488	+03.856554	12.261
03080548+0348323 	047.022856	+03.808983	15.765
03080207+0349362 	047.008647	+03.826733	15.955
03080585+0350464 	047.024415	+03.846244	15.617
03080018+0349549 	047.000763	+03.831921	14.650
03080413+0352270 	047.017210	+03.874186	12.417
03081437+0351323 	047.059887	+03.858973	15.165
03082141+0352065 	047.089229	+03.868486	15.970
03081868+0352319 	047.077836	+03.875554	15.673
03081041+0352059 	047.043414	+03.868319	15.027
03080039+0351582 	047.001633	+03.866191	15.669
03075964+0352140 	046.998524	+03.870563	15.648
03075881+0353062 	046.995046	+03.885066	14.667
03075431+0353119 	046.976303	+03.886649	15.060
03075805+0353590 	046.991916	+03.899738	13.256
03075371+0354564 	046.973832	+03.915674	15.210
03080484+0353283 	047.020184	+03.891200	15.898
03080458+0353571 	047.019103	+03.899208	15.294
03080339+0354375 	047.014142	+03.910436	16.009
03080945+0355500 	047.039401	+03.930580	14.705
03080349+0355244 	047.014571	+03.923460	14.199
03075807+0354560 	046.991993	+03.915560	15.388
03075558+0355104 	046.981600	+03.919566	15.891
03080711+0356557 	047.029645	+03.948814	15.619
03072464+0349005 	046.852682	+03.816806	15.457
03072617+0350357 	046.859071	+03.843273	14.620
03071466+0350370 	046.811094	+03.843615	14.696
03072259+0352323 	046.844165	+03.875657	15.809
03073281+0351195 	046.886724	+03.855434	14.614
03073967+0352225 	046.915333	+03.872926	15.847
03074293+0353033 	046.928880	+03.884254	15.667
03074093+0353123 	046.920583	+03.886762	15.527
03073046+0353108 	046.876956	+03.886355	12.807
03071291+0351037 	046.803830	+03.851028	12.980
03071561+0351318 	046.815070	+03.858848	15.699
03071907+0352085 	046.829477	+03.869036	15.136
03071784+0353250 	046.824337	+03.890304	14.413
03070790+0352285 	046.782932	+03.874597	15.251
03070662+0352318 	046.777597	+03.875519	14.117
03070432+0353010 	046.768024	+03.883626	 9.116
03070722+0353189 	046.780088	+03.888599	 9.680
